"","seqnames","start","end","width","strand","Conc","Conc_treated","Conc_untreated","Fold","p.value","FDR"
"14628","19",42850931,42851331,401,"*",4.09205449435298,4.91285402072523,1.9942615752558,2.82587233346089,0.000619597554099597,0.00252541026759755
"15536","2",26805243,26805643,401,"*",4.22679601901837,2.32920340730853,5.01890934878386,-2.56270084186849,0.000620091536420189,0.00252674372090938
"18831","20",36808866,36809266,401,"*",5.33184849542751,3.99093836987815,6.01462713940885,-1.98558912568712,0.000620607156937755,0.0025281646043516
"18502","2",241561839,241562239,401,"*",3.39434714968754,4.33668094449476,0,4.23604818318629,0.000620819992935569,0.00252835160338858
"6957","11",134266889,134267289,401,"*",2.77600064642909,3.77600064642909,0,5.0372853798176,0.000623433757310406,0.00253820603507023
"16022","2",47260958,47261358,401,"*",2.8645600551148,3.8645600551148,0,5.08172746118346,0.000623574848573637,0.00253820603507023
"19741","22",23182522,23182922,401,"*",3.98647027764482,1.44592494357085,4.85683283037018,-3.12166870888191,0.000625433852886175,0.00254508896717195
"11169","16",1746169,1746569,401,"*",3.82794945777202,4.68273536075226,1.44343842367318,2.99509741018818,0.000625617918777211,0.00254515417614817
"14915","19",52269308,52269708,401,"*",2.70626852960053,3.70626852960053,0,5.00208397222401,0.000626480873061696,0.00254798047889164
"18951","20",44747439,44747839,401,"*",2.7636195742393,3.7636195742393,0,5.03017851873095,0.000628239379045185,0.00255444661342775
"9151","13",110916805,110917205,401,"*",4.06682649350152,4.84411832220191,2.26136462138403,2.50520437421724,0.000628853360720402,0.00255625684419517
"19303","20",58131827,58132227,401,"*",2.718316121241,3.718316121241,0,5.00790136051261,0.000630358469978253,0.00256168751979893
"16847","2",110204794,110205194,401,"*",2.71059637416992,0,3.71059637416992,-4.97156571045167,0.000634268452494422,0.00257688572464606
"18814","20",35617546,35617946,401,"*",2.75152713983499,0,3.75152713983499,-4.99668904636815,0.000636729278965243,0.00258618977184435
"9240","14",22871420,22871820,401,"*",2.83093913658313,3.83093913658313,0,5.06135250139476,0.000637622932528219,0.00258912518393362
"26961","6",57316521,57316921,401,"*",2.70229858579635,3.70229858579635,0,4.99712940440182,0.000638937447586189,0.00259376751035659
"5383","11",32233437,32233837,401,"*",3.03080285135979,4.00632099691734,0,4.64101668255304,0.000639461559794261,0.00259519956716074
"31407","8",117376399,117376799,401,"*",2.6860167434413,3.6860167434413,0,4.98958246340916,0.000642221225426484,0.00260570122697817
"9570","14",61524474,61524874,401,"*",2.72149316307844,3.72149316307844,0,5.00544051559477,0.000642539500487769,0.00260629439592602
"4964","10",124439801,124440201,401,"*",2.7086332328141,3.7086332328141,0,4.9983076893148,0.000646609099811841,0.00262167099965565
"19019","20",47389970,47390370,401,"*",3.6190827147297,1.03236212787874,4.49371155247264,-3.21517005556051,0.000646676538671167,0.00262167099965565
"22221","3",179015481,179015881,401,"*",2.70257566953014,3.70257566953014,0,4.99488854556389,0.000648563407224005,0.00262861690281369
"21442","3",122893256,122893656,401,"*",2.71022757906231,3.71022757906231,0,4.99850240765392,0.000648788071769395,0.00262882400615817
"18774","20",33733805,33734205,401,"*",4.22208088151532,5.01699046760673,2.3063158633222,2.6327246439053,0.000649076810951018,0.00262929055326668
"26185","6",3324421,3324821,401,"*",2.7093308251648,0,3.7093308251648,-4.97015857863925,0.000651613783120942,0.00263886159335556
"12768","17",47275255,47275655,401,"*",3.98836375890503,2.09661194559945,4.77956967347914,-2.5902134178564,0.000651966035184112,0.00263958234934471
"28259","7",2110292,2110692,401,"*",5.10190252137766,3.89190193583173,5.75058107157484,-1.8131183914782,0.000652714917215873,0.00264190810693522
"4293","10",72812702,72813102,401,"*",4.94550873521509,5.57377948887562,3.80719050830007,1.74038577707448,0.000653205024053804,0.00264318549140233
"23717","4",156999111,156999511,401,"*",2.78728863695926,3.78728863695926,0,5.03405225219652,0.000657633685736732,0.00266039524683989
"15855","2",42562457,42562857,401,"*",2.75030508500058,3.75030508500058,0,5.01809096393768,0.00065860330891674,0.00266360633293803
"32812","9",112112947,112113347,401,"*",4.99047144125591,5.63639619118539,3.7904143421136,1.79939428583185,0.000660401224384642,0.00267016469421511
"10836","15",82985977,82986377,401,"*",3.23247773283611,4.20050560008292,0,4.74653214674434,0.000661016048921335,0.00267193730369964
"14552","19",39397600,39398000,401,"*",3.66720669187874,1.21826456694407,4.52865001186419,-3.08161008832488,0.000661789324366101,0.00267434928144316
"1062","1",67880200,67880600,401,"*",2.72644171152859,3.72644171152859,0,5.00304439161467,0.000662271339530165,0.00267558327781379
"20193","22",42978506,42978906,401,"*",4.98827734781562,5.657308634374,3.70195562967737,1.88736893206156,0.000663429235594818,0.00267954645395177
"31512","8",123157127,123157527,401,"*",2.72513797693481,3.72513797693481,0,5.00178619452821,0.000664951140716072,0.00268497733332062
"2541","1",178417875,178418275,401,"*",2.68686894586085,3.68686894586085,0,4.98302803997754,0.0006669020382025,0.00269213706572896
"10938","15",89898637,89899037,401,"*",3.52248631703055,4.42429949424916,0.596578184946248,3.46413640650072,0.000667504512384931,0.00269385114430647
"18998","20",46122052,46122452,401,"*",3.05487241336372,0,4.02835410149642,-4.60983270987936,0.000667695998835203,0.00269390612636068
"30400","7",155862082,155862482,401,"*",2.76233793639662,3.76233793639662,0,5.02020583261173,0.000669502317496152,0.00270047459408701
"14707","19",45523690,45524090,401,"*",4.03937070275811,1.57315950445984,4.90254338802222,-3.1501978382366,0.000669828706380043,0.00270107177498193
"19534","21",35217490,35217890,401,"*",3.85805940697278,4.74423231786583,1.13766951450702,3.24638188586949,0.000670914831341433,0.00270473144410363
"19926","22",35622458,35622858,401,"*",4.73157270437534,3.0777927677578,5.48191645989042,-2.29735945025761,0.000675455984705037,0.002722314088436
"10217","14",103108865,103109265,401,"*",2.71222292407384,0,3.71222292407384,-4.96228339043612,0.000676642056574107,0.00272636887174021
"2967","1",209403881,209404281,401,"*",2.67532862360171,3.67532862360171,0,4.97446608154655,0.000679856738696526,0.00273859312880255
"11246","16",4679974,4680374,401,"*",2.69157420010975,3.69157420010975,0,4.98382927515097,0.00068192295972093,0.00274618589415932
"29987","7",130894132,130894532,401,"*",2.99939122765701,3.96173913504923,0,4.60785653534836,0.000682301472167376,0.00274659216417977
"997","1",64864122,64864522,401,"*",2.67937337526169,3.67937337526169,0,4.97579433920974,0.000682386525406608,0.00274659216417977
"18839","20",37932921,37933321,401,"*",3.26704102472128,4.2252234516877,0,4.27699603299617,0.000683963319295316,0.00275211818721347
"22574","3",193859227,193859627,401,"*",2.77467250764844,3.77467250764844,0,5.0226465551319,0.000684122869065015,0.00275211818721347
"30744","8",42492358,42492758,401,"*",2.8817840722629,0,3.8817840722629,-5.04257320795036,0.000686008700682072,0.00275897179514887
"599","1",40875713,40876113,401,"*",3.07170122240705,0,4.03943139903126,-4.61229689961565,0.000686572280330611,0.0027605053777243
"8186","12",121790328,121790728,401,"*",3.28814781589323,0,4.2427342952209,-4.22970542168949,0.000687882803673168,0.00276504059034868
"15930","2",45119858,45120258,401,"*",3.17058211172894,4.13719209371297,0,4.71026779987555,0.000688718071687437,0.00276766354836241
"15711","2",33304533,33304933,401,"*",2.69536761161503,3.69536761161503,0,4.98248855820034,0.000690848279848373,0.00277548754551286
"26859","6",47168201,47168601,401,"*",2.89337485567332,0,3.89337485567332,-5.0442909064629,0.000692732065114459,0.00278231765001952
"21508","3",126911371,126911771,401,"*",2.7582165183406,0,3.7582165183406,-4.97950115489519,0.000693261449208797,0.0027837057024699
"11239","16",4293860,4294260,401,"*",3.44106691887956,4.38527424513733,0,4.25576180761387,0.00069431679887355,0.0027872044091542
"30855","8",61789873,61790273,401,"*",2.68333389683495,3.68333389683495,0,4.97569345249266,0.000695801287532655,0.00279242350317159
"18592","20",10705894,10706294,401,"*",2.73396840614328,3.73396840614328,0,4.99792400509517,0.000699294646417832,0.0028056997919588
"16487","2",75562183,75562583,401,"*",3.35079295503264,4.27091398289604,0.136230950589522,3.81375230979892,0.000699571727564443,0.00280606816358344
"26874","6",48535503,48535903,401,"*",2.74563693547981,3.74563693547981,0,5.00585063753014,0.000704696507543308,0.00282587590766506
"14274","19",18104331,18104731,401,"*",2.69983062088274,0,3.69983062088274,-4.94835652741773,0.000707833877271836,0.00283770563926925
"16911","2",113069032,113069432,401,"*",5.32754605142248,5.93025478876713,4.27295874847747,1.60870076622379,0.000708208433878276,0.00283845592472092
"4403","10",78931842,78932242,401,"*",2.7378522678353,3.7378522678353,0,4.9965691983387,0.000713161363357922,0.00285755079614262
"2184","1",155609920,155610320,401,"*",4.3315632950242,2.46876449837272,5.11820784706673,-2.53926571507645,0.000714278207088162,0.00286053825091171
"393","1",31955988,31956388,401,"*",5.1973005614711,5.84150389208963,4.00341501248641,1.77766577351206,0.000714460798880753,0.00286053825091171
"30322","7",151368090,151368490,401,"*",3.29610077418192,0,4.25094085863261,-4.22346019474528,0.000714473537778885,0.00286053825091171
"25573","5",149140532,149140932,401,"*",3.44057110209839,4.35602162351711,0.305676111783848,3.81554677981104,0.000715600532635406,0.00286429325245662
"21088","3",93470484,93470884,401,"*",4.81185585609259,5.61871611855006,2.81531373248263,2.61736460693785,0.000716839926091547,0.00286849604242604
"21513","3",127043275,127043675,401,"*",3.00092940539216,3.96331796301495,0,4.60138751996236,0.0007172276250626,0.00286928938436295
"18023","2",218896496,218896896,401,"*",3.13135495151287,4.09703356357876,0,4.67546994332082,0.000723230332110756,0.00289253937421429
"4510","10",86377189,86377589,401,"*",3.01121572995651,3.97387498928148,0,4.60587393815034,0.000724443634223024,0.00289662705489491
"3360","1",234495335,234495735,401,"*",4.01453581410757,4.87970819892066,1.5280685331203,3.23763216304642,0.000727076059736415,0.00290638532614615
"3784","10",29812117,29812517,401,"*",2.67127250015326,3.67127250015326,0,4.96145928553214,0.000729037579464109,0.00291345730305103
"2034","1",150487150,150487550,401,"*",3.43956019863126,4.35494968271737,0.305676111783848,3.81518382223235,0.000731489472644962,0.00292248471450293
"33010","9",124256474,124256874,401,"*",2.70619675419614,3.70619675419614,0,4.97799569821278,0.00073375475904704,0.00293076202018103
"2157","1",154932117,154932517,401,"*",2.73141353194731,0,3.73141353194731,-4.95668865743866,0.00073396873431542,0.00293084377799667
"9639","14",64788690,64789090,401,"*",3.61246889285966,4.51170734792056,0.722632015228174,3.37768738165783,0.000735349829812484,0.00293558474494989
"9248","14",23114999,23115399,401,"*",3.07614432870481,0,4.0500176853753,-4.60831589657809,0.000737720657193595,0.00294427327374287
"14678","19",44776361,44776761,401,"*",2.74023529056727,0,3.74023529056727,-4.96010747982997,0.000738068671415911,0.00294429161566384
"24992","5",109191098,109191498,401,"*",2.72093475529489,3.72093475529489,0,4.98387903641323,0.000738114040979507,0.00294429161566384
"1673","1",110312557,110312957,401,"*",4.06549644414418,4.91601056023779,1.72071361106269,3.1077904976782,0.000739397574532142,0.00294863498258658
"4626","10",97412750,97413150,401,"*",3.02811557677584,3.9912153058884,0,4.61504218931378,0.000739596001026425,0.00294864991617432
"26739","6",42121438,42121838,401,"*",4.24510722437301,5.05538839864472,2.22445556318371,2.67844533688069,0.000739896061573654,0.00294906993384067
"11483","16",27762382,27762782,401,"*",4.63823050934171,5.3267906844197,3.27356979940002,2.02673411827159,0.000741754089681248,0.00295569782749597
"8245","12",124392857,124393257,401,"*",2.77301005488995,3.77301005488995,0,5.0070112266133,0.000744128857100197,0.00296438076529184
"14743","19",46231964,46232364,401,"*",4.16061221356695,4.92906121626125,2.4070203725336,2.43388345820268,0.000746850004605037,0.00297443864573965
"18376","2",235485233,235485633,401,"*",3.69474892403322,4.58514616703098,0.921884092276816,3.35428250319112,0.000747746426005359,0.00297722591174479
"27061","6",82017329,82017729,401,"*",2.67639603152505,3.67639603152505,0,4.95965896518812,0.000748494444792851,0.00297942098839225
"15164","2",9638491,9638891,401,"*",3.81722238753742,1.11098510860607,4.702227250185,-3.33821737752351,0.000749826074111817,0.00298393739319432
"27717","6",136403620,136404020,401,"*",2.80913457481448,3.80913457481448,0,5.02534538267898,0.000751786333258653,0.002990952404396
"15197","2",10220521,10220921,401,"*",3.42566620921832,0.158122005180995,4.34874573170644,-3.81919004910734,0.000753189642697293,0.00299570032690918
"18173","2",224268454,224268854,401,"*",2.67041103214229,3.67041103214229,0,4.95676744838783,0.000753529357740702,0.00299570032690918
"577","1",39799885,39800285,401,"*",3.00951862621232,0,3.97690665117616,-4.56965782157946,0.000753573104814734,0.00299570032690918
"4726","10",103517256,103517656,401,"*",3.65649105000031,1.23148073902958,4.51549979157011,-3.05802494358439,0.000754410221291943,0.0029982411996032
"7505","12",52032881,52033281,401,"*",2.74780158265085,0,3.74780158265085,-4.95995554057517,0.000754908700378523,0.00299943525076944
"8265","12",124904749,124905149,401,"*",2.78913209375937,0,3.78913209375937,-4.98391788853525,0.000755290679843971,0.00300016537189649
"24711","5",74632206,74632606,401,"*",4.71080691025155,5.46537906598912,3.0344366857706,2.30048090527746,0.000755488625935112,0.00300016537189649
"30591","8",26352046,26352446,401,"*",2.69347796644006,3.69347796644006,0,4.96693001022899,0.000756911218296752,0.00300502681843319
"32745","9",108776930,108777330,401,"*",3.57064911434663,4.46695787035995,0.720713611062692,3.57606162399729,0.000757375184877544,0.00300608085695893
"10350","15",40266838,40267238,401,"*",3.95233680103964,1.62497247328942,4.80093647094255,-2.9293864105394,0.000757718233836352,0.00300665453751255
"26776","6",43516802,43517202,401,"*",3.01898232507131,0,3.98549744502926,-4.57088380972437,0.000758631618949882,0.00300949044018201
"985","1",64006737,64007137,401,"*",2.66641482564276,3.66641482564276,0,4.95250876653776,0.000759533180488435,0.0030115222057918
"28369","7",6615951,6616351,401,"*",3.49762471609349,4.37879821646377,0.836781378434852,3.34173480482736,0.000759589787601504,0.0030115222057918
"10208","14",103010907,103011307,401,"*",5.63068605631649,4.42973132318709,6.27686039827502,-1.78800294382848,0.000759740284453353,0.0030115222057918
"33404","X",12974685,12975085,401,"*",2.85298395216451,3.85298395216451,0,5.04218259620749,0.000760584338399957,0.00301407911810721
"33407","X",13001953,13002353,401,"*",2.74274511481974,3.74274511481974,0,4.98767174767176,0.000763593314000062,0.00302521170124116
"26493","6",24743558,24743958,401,"*",2.72505575845644,3.72505575845644,0,4.98096805093565,0.000764505331529842,0.00302803288476752
"25532","5",146284039,146284439,401,"*",2.69249559092801,3.69249559092801,0,4.96318396082673,0.000767184161694389,0.00303784870928711
"25805","5",159826377,159826777,401,"*",2.6544226202022,3.6544226202022,0,4.94468638410565,0.000769798109414827,0.00304660626213665
"27062","6",82022584,82022984,401,"*",2.6544226202022,3.6544226202022,0,4.94468638410565,0.000769798109414827,0.00304660626213665
"28632","7",26648673,26649073,401,"*",3.34642571672283,4.28677104956421,0,4.17832255591649,0.00077249462721209,0.00305647952553666
"2029","1",150268892,150269292,401,"*",2.72870985344459,0,3.72870985344459,-4.947942878095,0.000773041956966457,0.00305784629935073
"30991","8",81630413,81630813,401,"*",2.80648053461589,3.80648053461589,0,5.01725722303051,0.000779064538242096,0.00308086462042162
"5239","11",16613639,16614039,401,"*",2.73628817606377,3.73628817606377,0,4.98118730674041,0.00077973544044819,0.00308271286375053
"7921","12",106779988,106780388,401,"*",2.66777269650711,3.66777269650711,0,4.94768025715503,0.000785477871530992,0.0031046053867976
"7232","12",14207925,14208325,401,"*",4.1722929334883,4.99705561408093,2.04417663330592,2.75177568909802,0.000796579592054848,0.00314766357977113
"19284","20",57717761,57718161,401,"*",2.69517908321078,0,3.69517908321078,-4.92575230186344,0.000799176425033955,0.00315710123462814
"2793","1",201955206,201955606,401,"*",4.07259182814184,4.89690078465903,1.94798385860647,2.82698538429452,0.000800567607075945,0.00316177235378677
"6935","11",130631055,130631455,401,"*",2.71749373467203,3.71749373467203,0,4.96815024887376,0.000804364503971627,0.00317593972292864
"19968","22",36546933,36547333,401,"*",5.09564247639627,3.398249519856,5.85407972828342,-2.33705533554108,0.000807573506491366,0.0031877368835502
"33061","9",127245058,127245458,401,"*",4.27929564845862,2.21883828765095,5.09508417403658,-2.68307048223659,0.0008077732839737,0.0031877368835502
"2886","1",205374741,205375141,401,"*",2.69240657359733,0,3.69240657359733,-4.92352813950426,0.000808187371539613,0.00318854022644933
"18697","20",25000381,25000781,401,"*",3.55650149506436,4.42425586049763,1.04340937376,3.18328721074359,0.000809244822861663,0.00319188075183926
"4240","10",71338955,71339355,401,"*",4.55418005856166,5.32110606143495,2.8093052342686,2.40468451244372,0.00081007695070914,0.00319433103239798
"4426","10",79298850,79299250,401,"*",2.78947532158094,0,3.78947532158094,-4.97467530387517,0.000811190899496025,0.00319789103689922
"23151","4",56544567,56544967,401,"*",2.69063501245008,0,3.69063501245008,-4.92090563913632,0.000812364302994048,0.00320168351109754
"21732","3",140754315,140754715,401,"*",2.67888331833208,3.67888331833208,0,4.94617809876252,0.000813433779637162,0.00320367781151609
"19679","21",43883936,43884336,401,"*",3.31732633865717,0,4.26426098691552,-4.16726017402337,0.000813481414932875,0.00320367781151609
"24030","5",9766585,9766985,401,"*",2.64922031406379,3.64922031406379,0,4.93321954763144,0.00081350487673913,0.00320367781151609
"22288","3",183274620,183275020,401,"*",2.65989163931619,3.65989163931619,0,4.93799530602396,0.000814618327319253,0.00320722879791458
"6927","11",130451303,130451703,401,"*",2.65529368547984,3.65529368547984,0,4.9342909272974,0.000817235631141139,0.00321669721134711
"15390","2",20067951,20068351,401,"*",2.88252231486075,3.88252231486075,0,5.04274541333187,0.000818694956370672,0.00322160400342692
"26702","6",39269945,39270345,401,"*",2.75299492089231,3.75299492089231,0,4.98483836739503,0.000819721304888757,0.00322480490489484
"984","1",63981030,63981430,401,"*",2.65030720726803,3.65030720726803,0,4.93184893342116,0.000823014315324541,0.00323691893531693
"17427","2",169086781,169087181,401,"*",2.66863574090178,3.66863574090178,0,4.93925479700406,0.000823702693347425,0.0032379447166987
"20289","22",47631514,47631914,401,"*",2.66863574090178,3.66863574090178,0,4.93925479700406,0.000823702693347425,0.0032379447166987
"17125","2",127220782,127221182,401,"*",2.65009452508816,3.65009452508816,0,4.92999324728325,0.000826406504550329,0.00324773038866613
"26927","6",53927157,53927557,401,"*",2.79213120616523,3.79213120616523,0,5.00034250126775,0.000827154085110526,0.00324982510326434
"31277","8",102600716,102601116,401,"*",3.65679143360237,4.51401500108954,1.24905530612249,3.07884869230243,0.000828583136679751,0.0032544189036592
"17260","2",138274429,138274829,401,"*",2.69031113155684,3.69031113155684,0,4.95036313132228,0.00082875305106388,0.0032544189036592
"22483","3",189572281,189572681,401,"*",2.72224229207114,3.72224229207114,0,4.96502683297529,0.000829733150141789,0.00325742309280652
"7186","12",12611595,12611995,401,"*",2.68756355793825,3.68756355793825,0,4.94986415581056,0.000829988969449423,0.00325758303479683
"34111","X",150051077,150051477,401,"*",2.832150721167,3.832150721167,0,5.01670256846616,0.000832863815437481,0.00326801952036686
"11285","16",8911810,8912210,401,"*",2.65737136452707,3.65737136452707,0,4.9340626224655,0.00083364214489494,0.00327022634721025
"14571","19",40605300,40605700,401,"*",3.52378270462723,4.41653729363372,0.720713611062692,3.53176231694995,0.000836113725683583,0.00327907262796571
"12260","16",89330126,89330526,401,"*",4.43285815637649,2.66089646081086,5.20448151698122,-2.42302378227522,0.00083732144008737,0.00328295897788333
"22194","3",177449423,177449823,401,"*",2.6528398419944,3.6528398419944,0,4.92882637958279,0.000838758588750852,0.00328774264627857
"31489","8",122134692,122135092,401,"*",2.67496113315549,3.67496113315549,0,4.94193592410011,0.000840125601551559,0.00329224899381628
"23498","4",121801126,121801526,401,"*",2.66212261146493,3.66212261146493,0,4.93202901612856,0.000844625011580721,0.00330902494190419
"23693","4",153233967,153234367,401,"*",2.74137474316422,3.74137474316422,0,4.97106340045433,0.000848034426335389,0.00332100765925143
"19410","20",63865723,63866123,401,"*",2.67781774977333,3.67781774977333,0,4.93868068230377,0.000848266490577685,0.00332100765925143
"12625","17",28571417,28571817,401,"*",4.24991880960972,5.00043943382305,2.59520232097589,2.32670570858549,0.000848549782248551,0.00332100765925143
"14190","19",15828472,15828872,401,"*",4.43869043229611,5.21086120393826,2.66353299066174,2.3888474597542,0.000848730574860987,0.00332100765925143
"26198","6",3911856,3912256,401,"*",2.64211603351175,3.64211603351175,0,4.92183205267961,0.000848779918721926,0.00332100765925143
"11184","16",2429041,2429441,401,"*",2.66720494079263,3.66720494079263,0,4.93432941213197,0.000850548727860139,0.00332706896491985
"7336","12",27014223,27014623,401,"*",2.80382160293756,3.80382160293756,0,4.99984104893125,0.000851609410883114,0.00333035789755632
"26235","6",6969811,6970211,401,"*",2.64073378680682,3.64073378680682,0,4.9200458277396,0.000854661157494768,0.00334025760046336
"14664","19",44575293,44575693,401,"*",5.54649532050254,6.24875459470273,4.12354645164754,2.09849114666493,0.000854787266970518,0.00334025760046336
"11044","15",96230735,96231135,401,"*",2.65421054389676,3.65421054389676,0,4.92632245297516,0.000854802486425194,0.00334025760046336
"33024","9",124818650,124819050,401,"*",3.96726832966028,1.27599994212854,4.85102419644158,-3.24440789983595,0.000855592034614657,0.00334248051490162
"20965","3",59820540,59820940,401,"*",2.65355102867812,3.65355102867812,0,4.92728972656276,0.000858896735633206,0.00335452551776703
"14266","19",17933758,17934158,401,"*",3.87219137834267,1.70319083702003,4.70215077772241,-2.80023664193518,0.000860725260676702,0.00336080041201581
"32549","9",94640047,94640447,401,"*",3.20829458990814,4.16471255227022,0,4.21197282137123,0.000861070185755806,0.00336128067872615
"14711","19",45577068,45577468,401,"*",5.35175781703099,5.93575256837759,4.35465717628477,1.55292889936296,0.000864029644335588,0.0033719641827124
"2944","1",208132203,208132603,401,"*",2.68560174935603,3.68560174935603,0,4.93914194936601,0.000864528199551824,0.00337304072911178
"15383","2",19911755,19912155,401,"*",2.79665154352089,3.79665154352089,0,4.99380137640554,0.0008651264761726,0.00337450569356431
"11462","16",25126820,25127220,401,"*",2.65492105537048,3.65492105537048,0,4.92648953498031,0.000866264929562135,0.00337807637053247
"22804","4",6273145,6273545,401,"*",2.65118076012926,3.65118076012926,0,4.922471906053,0.000867609334273104,0.0033824481279023
"27499","6",122580732,122581132,401,"*",2.68113551051902,3.68113551051902,0,4.93909324175261,0.000869209314484917,0.00338727426880747
"24754","5",77893504,77893904,401,"*",2.66348452628643,3.66348452628643,0,4.9278329950669,0.000869427093071757,0.00338727426880747
"21014","3",69116833,69117233,401,"*",2.70702560386063,3.70702560386063,0,4.9500108699418,0.000869518180187737,0.00338727426880747
"2449","1",169113575,169113975,401,"*",2.6560036638496,3.6560036638496,0,4.926112248134,0.000870968919949964,0.00339139382365481
"3926","10",46311835,46312235,401,"*",2.80731064264599,3.80731064264599,0,5.0004291524636,0.000871063349423695,0.00339139382365481
"9101","13",109874651,109875051,401,"*",5.05214667606826,5.79447519981467,3.4400663539862,2.30432657825573,0.000871247416337044,0.00339139382365481
"11924","16",67719190,67719590,401,"*",2.67048461013786,3.67048461013786,0,4.93104695476612,0.000874862769108699,0.00340389510870062
"18593","20",11001801,11002201,401,"*",2.67916493544816,3.67916493544816,0,4.93411391992369,0.000874908468121716,0.00340389510870062
"19813","22",30205654,30206054,401,"*",4.94434861003302,3.67602881290831,5.60870130290847,-1.8630326235372,0.000876039134319958,0.00340741877976633
"18434","2",237858334,237858734,401,"*",2.99960960927888,0,3.96566669016334,-4.5446665227261,0.000876355084132633,0.00340777255565414
"14113","19",12294761,12295161,401,"*",3.72889574239291,1.11098510860607,4.60632316587464,-3.26022298465044,0.000877070143715916,0.00340967771989765
"3970","10",48332465,48332865,401,"*",3.18197087354726,4.13757385533276,0,4.19297997282657,0.000881999932421424,0.00342796278584934
"22382","3",185821060,185821460,401,"*",2.69572994125941,3.69572994125941,0,4.94039954479016,0.000882579234848992,0.00342933429733782
"22807","4",6478048,6478448,401,"*",2.70960391937805,0,3.70960391937805,-4.91936712184534,0.000885821208872146,0.00344104848155361
"6185","11",73389051,73389451,401,"*",3.87547393673238,4.7035813882729,1.72119345131068,2.88063723739261,0.000887006139156927,0.00344476794453098
"12493","17",17205285,17205685,401,"*",3.99440420942589,4.81321717663636,1.91154393996921,2.76882195642385,0.000888572173398581,0.00344996517259546
"31291","8",102790926,102791326,401,"*",2.69039535409168,3.69039535409168,0,4.93648128859496,0.000890154335187234,0.00345522233745409
"3602","10",8702828,8703228,401,"*",2.75173655273821,3.75173655273821,0,4.96560104063106,0.000891171563977079,0.00345828452677347
"19397","20",63580816,63581216,401,"*",4.20738488287705,2.64458816913318,4.93987615763428,-2.22531921730792,0.000891523492785556,0.00345876404245134
"27699","6",134908845,134909245,401,"*",2.68694168928706,3.68694168928706,0,4.93445516099607,0.000892073053490759,0.00346000985100411
"26365","6",13992625,13993025,401,"*",3.4939724325139,4.40312582166595,0.459597609394381,3.48018366991532,0.000896647758540509,0.00347650065287733
"28560","7",23261792,23262192,401,"*",2.72241766478441,0,3.72241766478441,-4.91863335113276,0.000896783840670258,0.00347650065287733
"14708","19",45528108,45528508,401,"*",3.81222066503086,1.08335486418614,4.69908719836712,-3.26131202951414,0.000898919636308822,0.0034838886416411
"22092","3",170606690,170607090,401,"*",4.10024491392061,4.85933531544414,2.399263319883,2.33502718987185,0.000900151671133744,0.00348692918412146
"27597","6",129751864,129752264,401,"*",2.67475205484149,3.67475205484149,0,4.92917104407613,0.000900164605170665,0.00348692918412146
"15833","2",41860013,41860413,401,"*",2.68905861948856,3.68905861948856,0,4.93371823647405,0.000901436840194774,0.003490964556786
"6177","11",73257284,73257684,401,"*",4.8099609295237,5.50752504033892,3.40731858451645,2.02137387567856,0.00090431516040676,0.00350121610928445
"6768","11",122632536,122632936,401,"*",2.68524856086967,3.68524856086967,0,4.93215775874122,0.000905526847765468,0.00350501140716989
"20794","3",46422604,46423004,401,"*",3.94268907959553,1.81218467993014,4.7677598955157,-2.80251433545991,0.000907203082035317,0.00351044165191813
"16258","2",64784751,64785151,401,"*",2.678601646233,3.678601646233,0,4.92773764511221,0.000907393309603822,0.00351044165191813
"27944","6",150813610,150814010,401,"*",2.69452041608428,3.69452041608428,0,4.93773389262532,0.000908037611492295,0.0035120371970537
"9158","13",111194651,111195051,401,"*",3.24172394446453,0,4.19480090422985,-4.16659828373624,0.000908286180593727,0.00351210173379438
"22427","3",187170125,187170525,401,"*",2.64755706215612,3.64755706215612,0,4.91371781399326,0.000910397903636112,0.00351936872089652
"23886","4",185865950,185866350,401,"*",3.38355718238953,4.30544126102401,0.137669514507018,3.63912123114245,0.000910778220183946,0.00351994052638582
"9422","14",51442820,51443220,401,"*",4.67896708377603,5.42454820625891,3.05013785926542,2.34255050834127,0.000911729265767282,0.00352271720900797
"19941","22",36364992,36365392,401,"*",4.53806919242759,2.74862548949801,5.31266982872331,-2.46514777389895,0.000913448214273178,0.00352845872312715
"13549","18",23422883,23423283,401,"*",2.70573702999792,0,3.70573702999792,-4.90721174038907,0.000916412662782374,0.00353900718778731
"15766","2",37698856,37699256,401,"*",4.23736931329785,5.02239464834561,2.38468862816876,2.52369025662324,0.000918747237109358,0.00354622453909535
"879","1",56301783,56302183,401,"*",2.66584653519727,3.66584653519727,0,4.92067144254558,0.000918749840975185,0.00354622453909535
"22213","3",178602880,178603280,401,"*",2.64943312514944,3.64943312514944,0,4.91397776250865,0.000919008263778559,0.00354631825813759
"9525","14",59275673,59276073,401,"*",3.49126074762542,4.41890755197033,0.137669514507018,3.72753100839965,0.000919327497182138,0.00354664652886415
"3197","1",224204794,224205194,401,"*",3.4626303493424,4.37940155921496,0.305676111783848,3.81254760033587,0.0009233757937346,0.00356124335389262
"22341","3",184345667,184346067,401,"*",3.64641710950655,0.847950702772275,4.53881589998374,-3.40802434373429,0.000923581400639786,0.00356124335389262
